#No.: ETA value [eV], spt, dt
No.8776: 0.156925, 43.9999999999999, 49.0
No.8777: 0.157072, 44.1999999999999, 49.0
No.8778: 0.157202, 44.399999999999906, 49.0
No.8779: 0.157358, 44.5999999999999, 49.0
No.8780: 0.157435, 44.7999999999999, 49.0
No.8781: 0.157533, 44.9999999999999, 49.0
No.8782: 0.157669, 45.1999999999999, 49.0
No.8783: 0.15775, 45.3999999999999, 49.0
No.8784: 0.157843, 45.599999999999895, 49.0
No.8785: 0.157936, 45.7999999999999, 49.0
No.8786: 0.158028, 45.9999999999999, 49.0
No.8787: 0.158083, 46.199999999999896, 49.0
No.8788: 0.158154, 46.39999999999989, 49.0
No.8789: 0.158183, 46.599999999999895, 49.0
No.8790: 0.158212, 46.7999999999999, 49.0
No.8791: 0.158253, 46.99999999999989, 49.0
No.8792: 0.158273, 47.19999999999989, 49.0
No.8793: 0.158255, 47.39999999999989, 49.0
No.8794: 0.158289, 47.599999999999895, 49.0
No.8795: 0.158283, 47.79999999999989, 49.0
No.8796: 0.158242, 47.999999999999886, 49.0
No.8797: 0.158218, 48.19999999999989, 49.0
No.8798: 0.158145, 48.39999999999989, 49.0
No.8799: 0.158104, 48.59999999999989, 49.0
No.8800: 0.158052, 48.79999999999988, 49.0
No.8801: 0.157939, 48.999999999999886, 49.0
No.8802: 0.157835, 49.19999999999989, 49.0
No.8803: 0.157734, 49.399999999999885, 49.0
No.8804: 0.157576, 49.59999999999988, 49.0
No.8805: 0.157481, 49.79999999999988, 49.0
No.8806: 0.157295, 49.999999999999886, 49.0
No.8807: 0.157068, 50.19999999999988, 49.0
No.8808: 0.156892, 50.39999999999988, 49.0
No.8809: 0.156632, 50.59999999999988, 49.0
No.8810: 0.156397, 50.79999999999988, 49.0
No.8811: 0.156147, 50.99999999999988, 49.0
No.8812: 0.155816, 51.199999999999875, 49.0
No.8813: 0.155458, 51.39999999999988, 49.0
No.8814: 0.155129, 51.59999999999988, 49.0
No.8815: 0.154767, 51.799999999999876, 49.0
No.8816: 0.154354, 51.99999999999987, 49.0
No.8817: 0.153857, 52.199999999999875, 49.0
No.8818: 0.1534, 52.39999999999988, 49.0
No.8819: 0.152858, 52.59999999999987, 49.0
No.8820: 0.152278, 52.79999999999987, 49.0
No.8821: 0.151738, 52.99999999999987, 49.0
No.8822: 0.151106, 53.199999999999875, 49.0
No.8823: 0.150384, 53.39999999999987, 49.0
No.8824: 0.14968, 53.599999999999866, 49.0
No.8825: 0.148913, 53.79999999999987, 49.0
No.8826: 0.14812, 53.99999999999987, 49.0
No.8827: 0.147209, 54.19999999999987, 49.0
No.8828: 0.146351, 54.399999999999864, 49.0
No.8829: 0.145425, 54.599999999999866, 49.0
No.8830: 0.144345, 54.79999999999987, 49.0
No.8831: 0.143305, 54.999999999999865, 49.0
No.8832: 0.142146, 55.19999999999986, 49.0
No.8833: 0.14096, 55.399999999999864, 49.0
No.8834: 0.139711, 55.599999999999866, 49.0
No.8835: 0.13846, 55.79999999999986, 49.0
No.8836: 0.137103, 55.99999999999986, 49.0
No.8837: 0.135734, 56.19999999999986, 49.0
No.8838: 0.134278, 56.399999999999864, 49.0
No.8839: 0.132636, 56.59999999999986, 49.0
No.8840: 0.131074, 56.799999999999855, 49.0
No.8841: 0.129368, 56.99999999999986, 49.0
No.8842: 0.12767, 57.19999999999986, 49.0
No.8843: 0.125834, 57.39999999999986, 49.0
No.8844: 0.124031, 57.59999999999985, 49.0
No.8845: 0.122144, 57.799999999999855, 49.0
No.8846: 0.120224, 57.99999999999986, 49.0
No.8847: 0.118283, 58.199999999999854, 49.0
No.8848: 0.116363, 58.39999999999985, 49.0
No.8849: 0.11434, 58.59999999999985, 49.0
No.8850: 0.112375, 58.799999999999855, 49.0
No.8851: 0.110333, 58.99999999999985, 49.0
No.8852: 0.108276, 59.19999999999985, 49.0
No.8853: 0.106134, 59.39999999999985, 49.0
No.8854: 0.104067, 59.59999999999985, 49.0
No.8855: 0.102074, 59.79999999999985, 49.0
No.8856: 0.100587, 59.999999999999844, 49.0
No.8857: 0.099627, 60.19999999999985, 49.0
No.8858: 0.099199, 60.39999999999985, 49.0
No.8859: 0.099559, 60.599999999999845, 49.0
No.8860: 0.100303, 60.79999999999984, 49.0
No.8861: 0.101473, 60.999999999999844, 49.0
No.8862: 0.10309, 61.19999999999985, 49.0
No.8863: 0.104965, 61.39999999999984, 49.0
No.8864: 0.107142, 61.59999999999984, 49.0
No.8865: 0.109617, 61.79999999999984, 49.0
No.8866: 0.112526, 61.999999999999844, 49.0
No.8867: 0.115944, 62.19999999999984, 49.0
No.8868: 0.120064, 62.399999999999835, 49.0
No.8869: 0.124345, 62.59999999999984, 49.0
No.8870: 0.128802, 62.79999999999984, 49.0
No.8871: 0.133524, 62.99999999999984, 49.0
No.8872: 0.138365, 63.19999999999983, 49.0
No.8873: 0.143567, 63.399999999999835, 49.0
No.8874: 0.14872, 63.59999999999984, 49.0
No.8875: 0.154233, 63.799999999999834, 49.0
No.8876: 0.159763, 63.99999999999983, 49.0
No.8877: 0.165495, 64.19999999999983, 49.0
No.8878: 0.171344, 64.39999999999984, 49.0
No.8879: 0.177299, 64.59999999999982, 49.0
No.8880: 0.183588, 64.79999999999983, 49.0

No.8881: 0.183588, 17.0, 50.0
No.8882: 0.183588, 17.2, 50.0
No.8883: 0.183588, 17.4, 50.0
No.8884: 0.183588, 17.599999999999998, 50.0
No.8885: 0.183588, 17.799999999999997, 50.0
No.8886: 0.183588, 17.999999999999996, 50.0
No.8887: 0.183588, 18.199999999999996, 50.0
No.8888: 0.168144, 18.399999999999995, 50.0
No.8889: 0.168144, 18.599999999999994, 50.0
No.8890: 0.166752, 18.799999999999994, 50.0
No.8891: 0.166076, 18.999999999999993, 50.0
No.8892: 0.165317, 19.199999999999992, 50.0
No.8893: 0.16462, 19.39999999999999, 50.0
No.8894: 0.163897, 19.59999999999999, 50.0
No.8895: 0.163192, 19.79999999999999, 50.0
No.8896: 0.162439, 19.99999999999999, 50.0
No.8897: 0.161697, 20.19999999999999, 50.0
No.8898: 0.160952, 20.399999999999988, 50.0
No.8899: 0.160207, 20.599999999999987, 50.0
No.8900: 0.159475, 20.799999999999986, 50.0
No.8901: 0.158732, 20.999999999999986, 50.0
No.8902: 0.158017, 21.199999999999985, 50.0
No.8903: 0.157223, 21.399999999999984, 50.0
No.8904: 0.156491, 21.599999999999984, 50.0
No.8905: 0.155763, 21.799999999999983, 50.0
No.8906: 0.154978, 21.999999999999982, 50.0
No.8907: 0.154268, 22.19999999999998, 50.0
No.8908: 0.153504, 22.39999999999998, 50.0
No.8909: 0.152793, 22.59999999999998, 50.0
No.8910: 0.151993, 22.79999999999998, 50.0
No.8911: 0.151281, 22.99999999999998, 50.0
No.8912: 0.150496, 23.199999999999978, 50.0
No.8913: 0.14973, 23.399999999999977, 50.0
No.8914: 0.149004, 23.599999999999977, 50.0
No.8915: 0.148247, 23.799999999999976, 50.0
No.8916: 0.147487, 23.999999999999975, 50.0
No.8917: 0.146733, 24.199999999999974, 50.0
No.8918: 0.145972, 24.399999999999974, 50.0
No.8919: 0.145232, 24.599999999999973, 50.0
No.8920: 0.144517, 24.799999999999972, 50.0
No.8921: 0.143738, 24.99999999999997, 50.0
No.8922: 0.143011, 25.19999999999997, 50.0
No.8923: 0.142282, 25.39999999999997, 50.0
No.8924: 0.141541, 25.59999999999997, 50.0
No.8925: 0.140849, 25.79999999999997, 50.0
No.8926: 0.140126, 25.999999999999968, 50.0
No.8927: 0.139369, 26.199999999999967, 50.0
No.8928: 0.138643, 26.399999999999967, 50.0
No.8929: 0.137944, 26.599999999999966, 50.0
No.8930: 0.137235, 26.799999999999965, 50.0
No.8931: 0.136563, 26.999999999999964, 50.0
No.8932: 0.13585, 27.199999999999964, 50.0
No.8933: 0.135142, 27.399999999999963, 50.0
No.8934: 0.134499, 27.599999999999962, 50.0
No.8935: 0.1338, 27.79999999999996, 50.0
No.8936: 0.133169, 27.99999999999996, 50.0
No.8937: 0.132529, 28.19999999999996, 50.0
No.8938: 0.13186, 28.39999999999996, 50.0
No.8939: 0.131271, 28.59999999999996, 50.0
No.8940: 0.13069, 28.799999999999958, 50.0
No.8941: 0.130085, 28.999999999999957, 50.0
No.8942: 0.129505, 29.199999999999957, 50.0
No.8943: 0.128946, 29.399999999999956, 50.0
No.8944: 0.128396, 29.599999999999955, 50.0
No.8945: 0.127856, 29.799999999999955, 50.0
No.8946: 0.127344, 29.999999999999954, 50.0
No.8947: 0.12687, 30.199999999999953, 50.0
No.8948: 0.126379, 30.399999999999952, 50.0
No.8949: 0.126289, 30.59999999999995, 50.0
No.8950: 0.126555, 30.79999999999995, 50.0
No.8951: 0.126922, 30.99999999999995, 50.0
No.8952: 0.127507, 31.19999999999995, 50.0
No.8953: 0.128116, 31.39999999999995, 50.0
No.8954: 0.128722, 31.599999999999948, 50.0
No.8955: 0.129355, 31.799999999999947, 50.0
No.8956: 0.129946, 31.999999999999947, 50.0
No.8957: 0.130509, 32.199999999999946, 50.0
No.8958: 0.131119, 32.39999999999995, 50.0
No.8959: 0.131683, 32.599999999999945, 50.0
No.8960: 0.132279, 32.79999999999994, 50.0
No.8961: 0.132802, 32.99999999999994, 50.0
No.8962: 0.133368, 33.199999999999946, 50.0
No.8963: 0.133945, 33.39999999999994, 50.0
No.8964: 0.134444, 33.59999999999994, 50.0
No.8965: 0.135023, 33.79999999999994, 50.0
No.8966: 0.135529, 33.99999999999994, 50.0
No.8967: 0.136023, 34.19999999999994, 50.0
No.8968: 0.136526, 34.399999999999935, 50.0
No.8969: 0.137007, 34.59999999999994, 50.0
No.8970: 0.137478, 34.79999999999994, 50.0
No.8971: 0.137972, 34.999999999999936, 50.0
No.8972: 0.138441, 35.19999999999993, 50.0
No.8973: 0.138897, 35.399999999999935, 50.0
No.8974: 0.139342, 35.59999999999994, 50.0
No.8975: 0.139775, 35.79999999999993, 50.0
No.8976: 0.14026, 35.99999999999993, 50.0
No.8977: 0.14071, 36.19999999999993, 50.0
No.8978: 0.141141, 36.399999999999935, 50.0
No.8979: 0.141565, 36.59999999999993, 50.0
No.8980: 0.141916, 36.799999999999926, 50.0
No.8981: 0.142403, 36.99999999999993, 50.0
No.8982: 0.142782, 37.19999999999993, 50.0
No.8983: 0.14322, 37.39999999999993, 50.0
No.8984: 0.143557, 37.59999999999992, 50.0
No.8985: 0.143942, 37.799999999999926, 50.0
No.8986: 0.144296, 37.99999999999993, 50.0
No.8987: 0.144655, 38.199999999999925, 50.0
No.8988: 0.145, 38.39999999999992, 50.0
No.8989: 0.145367, 38.59999999999992, 50.0
No.8990: 0.145728, 38.799999999999926, 50.0
No.8991: 0.146029, 38.99999999999992, 50.0
No.8992: 0.146367, 39.19999999999992, 50.0
No.8993: 0.146688, 39.39999999999992, 50.0
No.8994: 0.146986, 39.59999999999992, 50.0
No.8995: 0.147289, 39.79999999999992, 50.0
No.8996: 0.147535, 39.999999999999915, 50.0
No.8997: 0.147871, 40.19999999999992, 50.0
No.8998: 0.14809, 40.39999999999992, 50.0
No.8999: 0.148355, 40.599999999999916, 50.0
No.9000: 0.148611, 40.79999999999991, 50.0
No.9001: 0.148836, 40.999999999999915, 50.0
No.9002: 0.149078, 41.19999999999992, 50.0
No.9003: 0.149338, 41.39999999999991, 50.0
No.9004: 0.149521, 41.59999999999991, 50.0
No.9005: 0.149736, 41.79999999999991, 50.0
No.9006: 0.149954, 41.999999999999915, 50.0
No.9007: 0.150141, 42.19999999999991, 50.0
No.9008: 0.150354, 42.399999999999906, 50.0
No.9009: 0.150536, 42.59999999999991, 50.0
No.9010: 0.150739, 42.79999999999991, 50.0
No.9011: 0.150902, 42.99999999999991, 50.0
No.9012: 0.151086, 43.1999999999999, 50.0
No.9013: 0.151247, 43.399999999999906, 50.0
No.9014: 0.15142, 43.59999999999991, 50.0
No.9015: 0.151579, 43.799999999999905, 50.0
No.9016: 0.151718, 43.9999999999999, 50.0
No.9017: 0.151825, 44.1999999999999, 50.0
No.9018: 0.151976, 44.399999999999906, 50.0
No.9019: 0.152154, 44.5999999999999, 50.0
No.9020: 0.152271, 44.7999999999999, 50.0
No.9021: 0.152396, 44.9999999999999, 50.0
No.9022: 0.152444, 45.1999999999999, 50.0
No.9023: 0.152534, 45.3999999999999, 50.0
No.9024: 0.152672, 45.599999999999895, 50.0
No.9025: 0.152779, 45.7999999999999, 50.0
No.9026: 0.152738, 45.9999999999999, 50.0
No.9027: 0.152882, 46.199999999999896, 50.0
No.9028: 0.15294, 46.39999999999989, 50.0
No.9029: 0.152985, 46.599999999999895, 50.0
No.9030: 0.15303, 46.7999999999999, 50.0
No.9031: 0.153024, 46.99999999999989, 50.0
No.9032: 0.153067, 47.19999999999989, 50.0
No.9033: 0.153088, 47.39999999999989, 50.0
No.9034: 0.153072, 47.599999999999895, 50.0
No.9035: 0.153053, 47.79999999999989, 50.0
No.9036: 0.153041, 47.999999999999886, 50.0
No.9037: 0.153025, 48.19999999999989, 50.0
No.9038: 0.153003, 48.39999999999989, 50.0
No.9039: 0.152899, 48.59999999999989, 50.0
No.9040: 0.152841, 48.79999999999988, 50.0
No.9041: 0.152749, 48.999999999999886, 50.0
No.9042: 0.15264, 49.19999999999989, 50.0
No.9043: 0.152554, 49.399999999999885, 50.0
No.9044: 0.152412, 49.59999999999988, 50.0
No.9045: 0.15229, 49.79999999999988, 50.0
No.9046: 0.152114, 49.999999999999886, 50.0
No.9047: 0.151935, 50.19999999999988, 50.0
No.9048: 0.151695, 50.39999999999988, 50.0
No.9049: 0.151482, 50.59999999999988, 50.0
No.9050: 0.151287, 50.79999999999988, 50.0
No.9051: 0.150935, 50.99999999999988, 50.0
No.9052: 0.150661, 51.199999999999875, 50.0
No.9053: 0.150339, 51.39999999999988, 50.0
No.9054: 0.150014, 51.59999999999988, 50.0
No.9055: 0.149634, 51.799999999999876, 50.0
No.9056: 0.149182, 51.99999999999987, 50.0
No.9057: 0.148717, 52.199999999999875, 50.0
No.9058: 0.148289, 52.39999999999988, 50.0
No.9059: 0.147765, 52.59999999999987, 50.0
No.9060: 0.147227, 52.79999999999987, 50.0
No.9061: 0.146602, 52.99999999999987, 50.0
No.9062: 0.145954, 53.199999999999875, 50.0
No.9063: 0.145278, 53.39999999999987, 50.0
No.9064: 0.144614, 53.599999999999866, 50.0
No.9065: 0.143834, 53.79999999999987, 50.0
No.9066: 0.143024, 53.99999999999987, 50.0
No.9067: 0.14217, 54.19999999999987, 50.0
No.9068: 0.141283, 54.399999999999864, 50.0
No.9069: 0.140336, 54.599999999999866, 50.0
No.9070: 0.139363, 54.79999999999987, 50.0
No.9071: 0.138282, 54.999999999999865, 50.0
No.9072: 0.137277, 55.19999999999986, 50.0
No.9073: 0.13607, 55.399999999999864, 50.0
No.9074: 0.134864, 55.599999999999866, 50.0
No.9075: 0.13359, 55.79999999999986, 50.0
No.9076: 0.132248, 55.99999999999986, 50.0
No.9077: 0.130861, 56.19999999999986, 50.0
No.9078: 0.129421, 56.399999999999864, 50.0
No.9079: 0.127895, 56.59999999999986, 50.0
No.9080: 0.126367, 56.799999999999855, 50.0
No.9081: 0.124758, 56.99999999999986, 50.0
No.9082: 0.123128, 57.19999999999986, 50.0
No.9083: 0.1215, 57.39999999999986, 50.0
No.9084: 0.119776, 57.59999999999985, 50.0
No.9085: 0.118044, 57.799999999999855, 50.0
No.9086: 0.116238, 57.99999999999986, 50.0
No.9087: 0.114488, 58.199999999999854, 50.0
No.9088: 0.112681, 58.39999999999985, 50.0
No.9089: 0.110807, 58.59999999999985, 50.0
No.9090: 0.108902, 58.799999999999855, 50.0
No.9091: 0.1069, 58.99999999999985, 50.0
No.9092: 0.104984, 59.19999999999985, 50.0
No.9093: 0.103134, 59.39999999999985, 50.0
No.9094: 0.101563, 59.59999999999985, 50.0
No.9095: 0.100465, 59.79999999999985, 50.0
No.9096: 0.09972, 59.999999999999844, 50.0
No.9097: 0.099685, 60.19999999999985, 50.0
No.9098: 0.100161, 60.39999999999985, 50.0
No.9099: 0.101231, 60.599999999999845, 50.0
No.9100: 0.102588, 60.79999999999984, 50.0
No.9101: 0.104196, 60.999999999999844, 50.0
No.9102: 0.105997, 61.19999999999985, 50.0
No.9103: 0.108132, 61.39999999999984, 50.0
No.9104: 0.110566, 61.59999999999984, 50.0
No.9105: 0.113515, 61.79999999999984, 50.0
No.9106: 0.117204, 61.999999999999844, 50.0
No.9107: 0.121234, 62.19999999999984, 50.0
No.9108: 0.125514, 62.399999999999835, 50.0
No.9109: 0.12985, 62.59999999999984, 50.0
No.9110: 0.134521, 62.79999999999984, 50.0
No.9111: 0.139295, 62.99999999999984, 50.0
No.9112: 0.144248, 63.19999999999983, 50.0
No.9113: 0.149388, 63.399999999999835, 50.0
No.9114: 0.154661, 63.59999999999984, 50.0
No.9115: 0.160015, 63.799999999999834, 50.0
No.9116: 0.165548, 63.99999999999983, 50.0
No.9117: 0.171344, 64.19999999999983, 50.0
No.9118: 0.177184, 64.39999999999984, 50.0
No.9119: 0.18321, 64.59999999999982, 50.0
No.9120: 0.189497, 64.79999999999983, 50.0

No.9121: 0.189497, 17.0, 51.0
No.9122: 0.189497, 17.2, 51.0
No.9123: 0.189497, 17.4, 51.0
No.9124: 0.189497, 17.599999999999998, 51.0
No.9125: 0.189497, 17.799999999999997, 51.0
No.9126: 0.189497, 17.999999999999996, 51.0
No.9127: 0.189497, 18.199999999999996, 51.0
No.9128: 0.167749, 18.399999999999995, 51.0
No.9129: 0.167039, 18.599999999999994, 51.0
No.9130: 0.166327, 18.799999999999994, 51.0
No.9131: 0.165675, 18.999999999999993, 51.0
No.9132: 0.164921, 19.199999999999992, 51.0
No.9133: 0.1642, 19.39999999999999, 51.0
No.9134: 0.163483, 19.59999999999999, 51.0
No.9135: 0.162771, 19.79999999999999, 51.0
No.9136: 0.161986, 19.99999999999999, 51.0
No.9137: 0.16126, 20.19999999999999, 51.0
No.9138: 0.160541, 20.399999999999988, 51.0
No.9139: 0.159774, 20.599999999999987, 51.0
No.9140: 0.159036, 20.799999999999986, 51.0
No.9141: 0.158258, 20.999999999999986, 51.0
No.9142: 0.157527, 21.199999999999985, 51.0
No.9143: 0.15674, 21.399999999999984, 51.0
No.9144: 0.155957, 21.599999999999984, 51.0
No.9145: 0.155236, 21.799999999999983, 51.0
No.9146: 0.154414, 21.999999999999982, 51.0
No.9147: 0.153655, 22.19999999999998, 51.0
No.9148: 0.15286, 22.39999999999998, 51.0
No.9149: 0.152088, 22.59999999999998, 51.0
No.9150: 0.151318, 22.79999999999998, 51.0
No.9151: 0.150538, 22.99999999999998, 51.0
No.9152: 0.149744, 23.199999999999978, 51.0
No.9153: 0.148991, 23.399999999999977, 51.0
No.9154: 0.148282, 23.599999999999977, 51.0
No.9155: 0.147522, 23.799999999999976, 51.0
No.9156: 0.146732, 23.999999999999975, 51.0
No.9157: 0.146, 24.199999999999974, 51.0
No.9158: 0.145251, 24.399999999999974, 51.0
No.9159: 0.144447, 24.599999999999973, 51.0
No.9160: 0.143751, 24.799999999999972, 51.0
No.9161: 0.143022, 24.99999999999997, 51.0
No.9162: 0.142278, 25.19999999999997, 51.0
No.9163: 0.141497, 25.39999999999997, 51.0
No.9164: 0.140765, 25.59999999999997, 51.0
No.9165: 0.140059, 25.79999999999997, 51.0
No.9166: 0.139286, 25.999999999999968, 51.0
No.9167: 0.138596, 26.199999999999967, 51.0
No.9168: 0.137884, 26.399999999999967, 51.0
No.9169: 0.137137, 26.599999999999966, 51.0
No.9170: 0.136431, 26.799999999999965, 51.0
No.9171: 0.135718, 26.999999999999964, 51.0
No.9172: 0.134989, 27.199999999999964, 51.0
No.9173: 0.134285, 27.399999999999963, 51.0
No.9174: 0.133562, 27.599999999999962, 51.0
No.9175: 0.132901, 27.79999999999996, 51.0
No.9176: 0.132214, 27.99999999999996, 51.0
No.9177: 0.131551, 28.19999999999996, 51.0
No.9178: 0.130889, 28.39999999999996, 51.0
No.9179: 0.13026, 28.59999999999996, 51.0
No.9180: 0.129582, 28.799999999999958, 51.0
No.9181: 0.128956, 28.999999999999957, 51.0
No.9182: 0.128356, 29.199999999999957, 51.0
No.9183: 0.127799, 29.399999999999956, 51.0
No.9184: 0.127203, 29.599999999999955, 51.0
No.9185: 0.126659, 29.799999999999955, 51.0
No.9186: 0.126099, 29.999999999999954, 51.0
No.9187: 0.12559, 30.199999999999953, 51.0
No.9188: 0.12506, 30.399999999999952, 51.0
No.9189: 0.124512, 30.59999999999995, 51.0
No.9190: 0.124067, 30.79999999999995, 51.0
No.9191: 0.123761, 30.99999999999995, 51.0
No.9192: 0.123796, 31.19999999999995, 51.0
No.9193: 0.124027, 31.39999999999995, 51.0
No.9194: 0.12438, 31.599999999999948, 51.0
No.9195: 0.124877, 31.799999999999947, 51.0
No.9196: 0.125473, 31.999999999999947, 51.0
No.9197: 0.126118, 32.199999999999946, 51.0
No.9198: 0.12662, 32.39999999999995, 51.0
No.9199: 0.127218, 32.599999999999945, 51.0
No.9200: 0.12775, 32.79999999999994, 51.0
No.9201: 0.12832, 32.99999999999994, 51.0
No.9202: 0.128854, 33.199999999999946, 51.0
No.9203: 0.12937, 33.39999999999994, 51.0
No.9204: 0.129928, 33.59999999999994, 51.0
No.9205: 0.130446, 33.79999999999994, 51.0
No.9206: 0.130992, 33.99999999999994, 51.0
No.9207: 0.131504, 34.19999999999994, 51.0
No.9208: 0.131987, 34.399999999999935, 51.0
No.9209: 0.132481, 34.59999999999994, 51.0
No.9210: 0.132936, 34.79999999999994, 51.0
No.9211: 0.133449, 34.999999999999936, 51.0
No.9212: 0.133891, 35.19999999999993, 51.0
No.9213: 0.134369, 35.399999999999935, 51.0
No.9214: 0.134785, 35.59999999999994, 51.0
No.9215: 0.135239, 35.79999999999993, 51.0
No.9216: 0.135679, 35.99999999999993, 51.0
No.9217: 0.136095, 36.19999999999993, 51.0
No.9218: 0.136517, 36.399999999999935, 51.0
No.9219: 0.136892, 36.59999999999993, 51.0
No.9220: 0.137293, 36.799999999999926, 51.0
No.9221: 0.137674, 36.99999999999993, 51.0
No.9222: 0.138094, 37.19999999999993, 51.0
No.9223: 0.138453, 37.39999999999993, 51.0
No.9224: 0.138801, 37.59999999999992, 51.0
No.9225: 0.139189, 37.799999999999926, 51.0
No.9226: 0.139551, 37.99999999999993, 51.0
No.9227: 0.139905, 38.199999999999925, 51.0
No.9228: 0.140264, 38.39999999999992, 51.0
No.9229: 0.140598, 38.59999999999992, 51.0
No.9230: 0.140928, 38.799999999999926, 51.0
No.9231: 0.141279, 38.99999999999992, 51.0
No.9232: 0.141576, 39.19999999999992, 51.0
No.9233: 0.141912, 39.39999999999992, 51.0
No.9234: 0.142193, 39.59999999999992, 51.0
No.9235: 0.142475, 39.79999999999992, 51.0
No.9236: 0.142783, 39.999999999999915, 51.0
No.9237: 0.143027, 40.19999999999992, 51.0
No.9238: 0.143317, 40.39999999999992, 51.0
No.9239: 0.14358, 40.599999999999916, 51.0
No.9240: 0.143841, 40.79999999999991, 51.0
No.9241: 0.14407, 40.999999999999915, 51.0
No.9242: 0.144299, 41.19999999999992, 51.0
No.9243: 0.144543, 41.39999999999991, 51.0
No.9244: 0.144723, 41.59999999999991, 51.0
No.9245: 0.144966, 41.79999999999991, 51.0
No.9246: 0.145144, 41.999999999999915, 51.0
No.9247: 0.145393, 42.19999999999991, 51.0
No.9248: 0.145533, 42.399999999999906, 51.0
No.9249: 0.145715, 42.59999999999991, 51.0
No.9250: 0.145908, 42.79999999999991, 51.0
No.9251: 0.146082, 42.99999999999991, 51.0
No.9252: 0.146232, 43.1999999999999, 51.0
No.9253: 0.146393, 43.399999999999906, 51.0
No.9254: 0.146569, 43.59999999999991, 51.0
No.9255: 0.146703, 43.799999999999905, 51.0
No.9256: 0.146834, 43.9999999999999, 51.0
No.9257: 0.14696, 44.1999999999999, 51.0
No.9258: 0.147086, 44.399999999999906, 51.0
No.9259: 0.147193, 44.5999999999999, 51.0
No.9260: 0.147334, 44.7999999999999, 51.0
No.9261: 0.147436, 44.9999999999999, 51.0
No.9262: 0.147554, 45.1999999999999, 51.0
No.9263: 0.147646, 45.3999999999999, 51.0
No.9264: 0.147741, 45.599999999999895, 51.0
No.9265: 0.147808, 45.7999999999999, 51.0
No.9266: 0.147893, 45.9999999999999, 51.0
No.9267: 0.14792, 46.199999999999896, 51.0
No.9268: 0.147992, 46.39999999999989, 51.0
No.9269: 0.148039, 46.599999999999895, 51.0
No.9270: 0.148063, 46.7999999999999, 51.0
No.9271: 0.148126, 46.99999999999989, 51.0
No.9272: 0.148167, 47.19999999999989, 51.0
No.9273: 0.148165, 47.39999999999989, 51.0
No.9274: 0.148181, 47.599999999999895, 51.0
No.9275: 0.148152, 47.79999999999989, 51.0
No.9276: 0.148172, 47.999999999999886, 51.0
No.9277: 0.148119, 48.19999999999989, 51.0
No.9278: 0.14809, 48.39999999999989, 51.0
No.9279: 0.148042, 48.59999999999989, 51.0
No.9280: 0.148003, 48.79999999999988, 51.0
No.9281: 0.147876, 48.999999999999886, 51.0
No.9282: 0.147784, 49.19999999999989, 51.0
No.9283: 0.14769, 49.399999999999885, 51.0
No.9284: 0.147536, 49.59999999999988, 51.0
No.9285: 0.147439, 49.79999999999988, 51.0
No.9286: 0.147255, 49.999999999999886, 51.0
No.9287: 0.147044, 50.19999999999988, 51.0
No.9288: 0.146837, 50.39999999999988, 51.0
No.9289: 0.146616, 50.59999999999988, 51.0
No.9290: 0.146372, 50.79999999999988, 51.0
No.9291: 0.146109, 50.99999999999988, 51.0
No.9292: 0.145805, 51.199999999999875, 51.0
No.9293: 0.145519, 51.39999999999988, 51.0
No.9294: 0.145111, 51.59999999999988, 51.0
No.9295: 0.144729, 51.799999999999876, 51.0
No.9296: 0.144315, 51.99999999999987, 51.0
No.9297: 0.143855, 52.199999999999875, 51.0
No.9298: 0.143399, 52.39999999999988, 51.0
No.9299: 0.14293, 52.59999999999987, 51.0
No.9300: 0.142372, 52.79999999999987, 51.0
No.9301: 0.141776, 52.99999999999987, 51.0
No.9302: 0.14119, 53.199999999999875, 51.0
No.9303: 0.140555, 53.39999999999987, 51.0
No.9304: 0.139855, 53.599999999999866, 51.0
No.9305: 0.139099, 53.79999999999987, 51.0
No.9306: 0.138317, 53.99999999999987, 51.0
No.9307: 0.137483, 54.19999999999987, 51.0
No.9308: 0.136635, 54.399999999999864, 51.0
No.9309: 0.135686, 54.599999999999866, 51.0
No.9310: 0.134722, 54.79999999999987, 51.0
No.9311: 0.13369, 54.999999999999865, 51.0
No.9312: 0.132576, 55.19999999999986, 51.0
No.9313: 0.131471, 55.399999999999864, 51.0
No.9314: 0.130273, 55.599999999999866, 51.0
No.9315: 0.129013, 55.79999999999986, 51.0
No.9316: 0.127797, 55.99999999999986, 51.0
No.9317: 0.126495, 56.19999999999986, 51.0
No.9318: 0.125128, 56.399999999999864, 51.0
No.9319: 0.123707, 56.59999999999986, 51.0
No.9320: 0.122258, 56.799999999999855, 51.0
No.9321: 0.120752, 56.99999999999986, 51.0
No.9322: 0.119269, 57.19999999999986, 51.0
No.9323: 0.117674, 57.39999999999986, 51.0
No.9324: 0.116079, 57.59999999999985, 51.0
No.9325: 0.114501, 57.799999999999855, 51.0
No.9326: 0.112862, 57.99999999999986, 51.0
No.9327: 0.111155, 58.199999999999854, 51.0
No.9328: 0.109374, 58.39999999999985, 51.0
No.9329: 0.10754, 58.59999999999985, 51.0
No.9330: 0.105731, 58.799999999999855, 51.0
No.9331: 0.10409, 58.99999999999985, 51.0
No.9332: 0.102449, 59.19999999999985, 51.0
No.9333: 0.101221, 59.39999999999985, 51.0
No.9334: 0.100322, 59.59999999999985, 51.0
No.9335: 0.099983, 59.79999999999985, 51.0
